OBJECTID,Join_Count,TARGET_FID,Type,County,Name,email,phone,WebSite,County_Dir,district,Address1,Address2,City,Zip,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME_1,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
,,,UGA Site Loc,,Toombs County Extension,,,,,,,,,,"200 Courthouse Square, Suite 4, Lyons, GA, 30436",,-82.321791,32.2043546,,13,279,345220,13279,Toombs,Toombs County,6,H1,G4020,,47080,,A,942770655,18093842,32.1266975,-82.3320708
,,,UGA Site Loc,,Twiggs County Extension,,,,,,,,,,"31 Magnolia St. North, Jeffersonville, GA, 31044",,-83.3464126,32.6880117,,13,289,345456,13289,Twiggs,Twiggs County,6,H1,G4020,356,31420,,A,928281977,10936358,32.6658469,-83.4258792
,,,UGA Site Loc,,Union County Extension,,,,,,,,,,"165 Wellborn Street Box 5, Blairsville, GA, 30512",,-83.9557222,34.8778044,,13,291,353193,13291,Union,Union County,6,H1,G4020,,,,A,833786220,18332085,34.8337696,-83.9895727
,,,UGA Site Loc,,Upson County Extension,,,,,,,,,,"305 S. Hightower St., Suite 170, Thomaston, GA, 30286",,-84.3252251,32.8904487,,13,293,346759,13293,Upson,Upson County,6,H1,G4020,122,45580,,A,837697128,10663319,32.8818366,-84.292281
,,,UGA Site Loc,,Walker County Extension,,,,,,,,,,"102 E. Napier St., LaFayette, GA, 30728",,-85.281341,34.7036462,,13,295,354216,13295,Walker,Walker County,6,H1,G4020,174,16860,,A,1156146497,1672677,34.7358269,-85.3053852
,,,UGA Site Loc,,Walton County Extension,,,,,,,,,,"100 North Broad St., Monroe, GA, 30655",,-83.712898,33.7949738,,13,297,351264,13297,Walton,Walton County,6,H1,G4020,122,12060,,A,843524583,11171158,33.7826485,-83.7342152
,,,UGA Site Loc,,Wayne County Extension,,,,,,,,,,"1900 Sunset Blvd., Jesup, GA, 31545",,-81.91481,31.586881,,13,305,350608,13305,Wayne,Wayne County,6,H1,G4020,,27700,,A,1662237934,18136051,31.5478449,-81.9123763
,,,UGA Site Loc,,Webster County Extension,,,,,,,,,,"7235 Washington Street, Preston, GA, 31824",,-84.5408898,32.0604193,,13,307,352287,13307,Webster,Webster County,6,H6,G4020,,,,C,541613480,2965864,32.0465538,-84.5532179
,,,UGA Site Loc,,Wheeler County Extension,,,,,,,,,,"16 W. Forest Ave.  Suite 109, Alamo, GA, 30411",,-82.7832068,32.1487941,,13,309,351278,13309,Wheeler,Wheeler County,6,H1,G4020,,,,A,765301315,12390078,32.109276,-82.7387013
,,,UGA Site Loc,,Wilcox County Extension,,,,,,,,,,"667 Second Avenue, Rochelle, GA, 31079",,-83.4560146,31.9498063,,13,315,345499,13315,Wilcox,Wilcox County,6,H1,G4020,,,,A,978250195,11444208,31.9627168,-83.4382617
,,,UGA Site Loc,,Sheltering Arms East Point Center,,,,,,,,,,"2257 Mulberry St, East Point, GA, 30344",,-84.4563997,33.6937496,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Southside Medical Center,,,,,,,,,,"1046 Ridge Ave, Atlanta, GA, 30315",,-84.3919022,33.7270626,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Southeast Atlanta Library,,,,,,,,,,"1463 Pryor Rd, Atlanta, GA, 30315",,-84.3940779,33.7149301,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Hunter Hill First Missionary Baptist Church,,,,,,,,,,"166 Edward Street, Atlanta, GA, 30314",,-84.4351319,33.7597613,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Friends of Collier Heights Park,,,,,,,,,,"3691 Collier Dr. NW, Atlanta, GA, 30331",,-84.506565,33.7697417,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Marddy's,,,,,,,,,,"1017 Fair St SW, Atlanta, GA, 30310",,-84.4211134,33.7491973,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Dogwood Senior Center,,,,,,,,,,"1953 Donald L. Hollowell Pkwy NW, Atlanta, GA, 30318",,-84.4482747,33.7760012,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,"Live Fresh, Inc.",,,,,,,,,,"2311 Cascade Rd, Atlanta, GA, 30311",,-84.4643407,33.7222435,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Fannin Health Department -  WIC,,,,,,,,,,"95 Ouida Street, Blue Ridge, GA, 30513",,-84.3234297,34.8573331,,13,111,351094,13111,Fannin,Fannin County,6,H1,G4020,,,,A,1002058824,13560698,34.866497,-84.3174397
,,,UGA Site Loc,,Chattooga County Extension,,,,,,,,,,"10011 Commerce St., Summerville, GA, 30747",,-85.3483172,34.4799903,,13,55,352213,13055,Chattooga,Chattooga County,6,H1,G4020,,44900,,A,811512413,570807,34.4741785,-85.3452894
,,,UGA Site Loc,,Clayton County Extension,,,,,,,,,,"1262 Government Cir., Jonesboro, GA, 30236",,-84.3495582,33.5362918,,13,63,1672399,13063,Clayton,Clayton County,6,H1,G4020,122,12060,,A,366748529,7063449,33.5426863,-84.3555727
,,,UGA Site Loc,,Coastal GA Botanical Gardens,,,,,,,,,,"2 Canebrake Road, Savannah, GA, 31419",,-81.269858,31.99848,,13,51,1694477,13051,Chatham,Chatham County,6,H1,G4020,496,42340,,A,1105168782,532382555,31.980523,-81.0851899
,,,UGA Site Loc,,Decatur County Extension,,,,,,,,,,"101 AG Lane, Bainbridge, GA, 39817",,-84.5579074,30.9153113,,13,87,352234,13087,Decatur,Decatur County,6,H1,G4020,,12460,,A,1546584790,67412745,30.8780906,-84.5778942
,,,UGA Site Loc,,Douglas County Extension,,,,,,,,,,"6279 Fairburn Rd., Douglasville, GA, 30134",,-84.7368411,33.751323,,13,97,1686467,13097,Douglas,Douglas County,6,H1,G4020,122,12060,,A,518142392,2485428,33.6993166,-84.7659441
,,,UGA Site Loc,,Echols County Extension,,,,,,,,,,"109 Courthouse Street, Statenville, GA, 31648",,-83.0271685,30.7030619,,13,101,348092,13101,Echols,Echols County,6,H1,G4020,,46660,,A,1074571679,15087403,30.7085,-82.836132
,,,UGA Site Loc,,Fayette County Extension,,,,,,,,,,"140 Stonewall Ave West, Fayetteville, GA, 30214",,-84.4570558,33.4470043,,13,113,1687740,13113,Fayette,Fayette County,6,H1,G4020,122,12060,,A,503398001,12847733,33.4127172,-84.4939407
,,,UGA Site Loc,,Forsyth County Extension,,,,,,,,,,"875 Lanier 400 Pkwy, Cumming, GA, 30040",,-84.1256613,34.2110656,,13,117,1673358,13117,Forsyth,Forsyth County,6,H1,G4020,122,12060,,A,580409088,59754295,34.225143,-84.1274353
,,,UGA Site Loc,,Fulton County Extension-Camp Truitt,,,,,,,,,,"4300 Herschel Rd, College Park, GA, 30337",,-84.4722799,33.6383647,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Fulton County Extension-South East Point,,,,,,,,,,"1757 Washington Rd, East Point, GA, 30344",,-84.4460499,33.6759173,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Gordon County Extension,,,,,,,,,,"1 McDaniel Station Rd SW, Calhoun, GA, 30701",,-84.9642272,34.4874394,,13,129,356672,13129,Gordon,Gordon County,6,H1,G4020,,15660,,A,921538858,5787657,34.5096669,-84.8738622
,,,UGA Site Loc,,Grady County Extension,,,,,,,,,,"65 11th Avenue, NE, Cairo, GA, 39828",,-84.2061197,30.8884567,,13,131,351261,13131,Grady,Grady County,6,H1,G4020,,,,A,1177231852,14846272,30.875891,-84.2450655
,,,UGA Site Loc,,Greene County Extension,,,,,,,,,,"1180 Weldon Smith Drive, Suite 110, Greensboro, GA, 30642",,-83.193402,33.566131,,13,133,348672,13133,Greene,Greene County,6,H1,G4020,,,,A,1003451792,48629720,33.5768191,-83.1671025
,,,UGA Site Loc,,Gwinnett County Extension,,,,,,,,,,"750 S. Perry St., Lawrenceville, GA, 30046",,-83.9887168,33.9497439,,13,135,1688166,13135,Gwinnett,Gwinnett County,6,H1,G4020,122,12060,,A,1114861845,16381091,33.9590988,-84.0229486
,,,UGA Site Loc,,Hart County Extension,,,,,,,,,,"200 Arthur Street, Hartwell, GA, 30643",,-82.9393089,34.3492294,,13,147,1687995,13147,Hart,Hart County,6,H1,G4020,,,,A,601903624,63588442,34.3487328,-82.96329
,,,UGA Site Loc,,Houston County Extension,,,,,,,,,,"801 Main Street, Perry, GA, 31069",,-83.7338179,32.4578075,,13,153,1671693,13153,Houston,Houston County,6,H1,G4020,356,47580,,A,972671323,11319304,32.4583811,-83.6628559
,,,UGA Site Loc,,Jasper County Extension,,,,,,,,,,"162 North Warren Street, Monticello, GA, 31064",,-83.6828548,33.3053663,,13,159,346144,13159,Jasper,Jasper County,6,H1,G4020,122,12060,,A,953541458,13727203,33.3181278,-83.6895054
,,,UGA Site Loc,,Morgan County Extension,,,,,,,,,,"440 Hancock Street, Madison, GA, 30650",,-83.4650571,33.5969121,,13,211,346008,13211,Morgan,Morgan County,6,H1,G4020,,,,A,899646113,18817202,33.5937317,-83.4923244
,,,UGA Site Loc,,Muscogee County Extension-Columbus Government Ctr Annex,,,,,,,,,,"420 10th Street, Columbus, GA, 31901",,-84.9782632,32.4543072,,13,215,357428,13215,Muscogee,Muscogee County,6,H6,G4020,194,17980,,C,560530553,11873623,32.510197,-84.874946
,,,UGA Site Loc,,Paulding County Extension,,,,,,,,,,"530 West memorial Drive, Dallas, GA, 30132",,-84.8511325,33.920451,,13,223,349912,13223,Paulding,Paulding County,6,H1,G4020,122,12060,,A,808831964,5309335,33.9209028,-84.8669788
,,,UGA Site Loc,,Pulaski County Extension,,,,,,,,,,"87 N. Lumpkin St., Hawkinsville, GA, 31036",,-83.4693233,32.2853155,,13,235,347593,13235,Pulaski,Pulaski County,6,H1,G4020,,,,A,644979652,5642415,32.2387936,-83.4818548
,,,UGA Site Loc,,Putnam County Extension,,,,,,,,,,"663 Godfrey Rd., Suite 101, Eatonton, GA, 31024",,-83.403182,33.329381,,13,237,347246,13237,Putnam,Putnam County,6,H1,G4020,,,,A,892634319,41539311,33.3210605,-83.3717898
,,,UGA Site Loc,,Randolph County Extension,,,,,,,,,,"103 East Church Street, Cuthbert, GA, 39840",,-84.7864347,31.7732497,,13,243,352242,13243,Randolph,Randolph County,6,H1,G4020,,,,A,1109127081,6830055,31.762651,-84.7523108
,,,UGA Site Loc,,Richmond County Extension,,,,,,,,,,"602 Greene Street, Augusta, GA, 30901",,-81.9629638,33.4717255,,13,245,358024,13245,Richmond,Richmond County,6,H6,G4020,,12260,,C,840008420,11042329,33.361487,-82.0749983
,,,UGA Site Loc,,Southwest District Office,,,,,,,,,,"2360 Rainwater Road, Tifton, GA, 31793",,-83.5307725,31.474625,,13,277,344090,13277,Tift,Tift County,6,H1,G4020,,45700,,A,670826478,25333972,31.4570027,-83.5259307
,,,UGA Site Loc,,Stewart County Extension,,,,,,,,,,"211 Health Department Road, Lumpkin, GA, 31815",,-84.7987461,32.0397307,,13,259,347360,13259,Stewart,Stewart County,6,H1,G4020,,,,A,1188113790,12636844,32.073225,-84.8349117
,,,UGA Site Loc,,Troup County Extension,,,,,,,,,,"114 Church Street, LaGrange, GA, 30240",,-85.03175,33.0402361,,13,285,1673298,13285,Troup,Troup County,6,H1,G4020,122,29300,,A,1072230549,82805378,33.034482,-85.02836
,,,UGA Site Loc,,Warren County Extension,,,,,,,,,,"48 Warren St., Warrenton, GA, 30828",,-82.6618624,33.4080089,,13,301,347777,13301,Warren,Warren County,6,H1,G4020,,,,A,736332078,6185997,33.4191691,-82.6880123
,,,UGA Site Loc,,Wilkes County Extension,,,,,,,,,,"23 Court Street, Washington, GA, 30673",,-82.7390129,33.7381769,,13,317,351265,13317,Wilkes,Wilkes County,6,H1,G4020,,,,A,1215973904,11924784,33.77904,-82.7479223
,,,UGA Site Loc,,Pickens County Library,,,,,,,,,,"100 Library Lane, Jasper, GA, 30143",,-84.421423,34.474464,,13,227,1673011,13227,Pickens,Pickens County,6,H1,G4020,122,12060,,A,601027689,1693936,34.4566255,-84.4902631
,,,UGA Site Loc,,"Tallatoona CAP, Inc.",,,,,,,,,,"140 Douglas Street, Cartersville, GA, 30120",,-84.795269,34.1724379,,13,15,351604,13015,Bartow,Bartow County,6,H1,G4020,122,12060,,A,1190219094,27368340,34.2409175,-84.8381879
,,,UGA Site Loc,,Gilmer Food Pantry,,,,,,,,,,"5273 GA-52, Ellijay, GA, 30536",,-84.4256984,34.6523132,,13,123,351260,13123,Gilmer,Gilmer County,6,H1,G4020,,,,A,1104289499,12186867,34.6905413,-84.4539838
,,,UGA Site Loc,,Advantage Behavioral Health,,,,,,,,,,"240 Mitchell Bridge Road, Athens, GA, 30606",,-83.4324949,33.9625351,,13,59,1672699,13059,Clarke,Clarke County,6,H6,G4020,,12020,,C,308738478,4741270,33.9521852,-83.3671522
,,,UGA Site Loc,,Alliance Recovery Center (ARC),,,,,,,,,,"119 Sycamore Dr, Athens, GA, 30606",,-83.417845,33.9469106,,13,59,1672699,13059,Clarke,Clarke County,6,H6,G4020,,12020,,C,308738478,4741270,33.9521852,-83.3671522
,,,UGA Site Loc,,Cedar Shoals High School,,,,,,,,,,"1300 Cedar Shoals Drive, Athens, GA, 30605",,-83.331928,33.9230531,,13,59,1672699,13059,Clarke,Clarke County,6,H6,G4020,,12020,,C,308738478,4741270,33.9521852,-83.3671522
,,,UGA Site Loc,,Mary Hayes Center for Social Change,,,,,,,,,,"606 E Mitchell St, Douglas, GA, 31533",,-82.8431738,31.4995248,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Hope Center,,,,,,,,,,"508 Spring Oak St, Douglas, GA, 31533",,-82.8148703,31.5210362,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Coffee County Head Start,,,,,,,,,,"511 Pine St, Douglas, GA, 31533",,-82.8444882,31.4940861,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Coffee County Health Department,,,,,,,,,,"1111 Baker Hwy, Douglas, GA, 31533",,-82.8635155,31.5013046,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Coffee County Parks and Recreation Department,,,,,,,,,,"200 S Madison Ave #C, Douglas, GA, 31533",,-82.8487489,31.5068265,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Williams Food Services,,,,,,,,,,"1325 Bowens Mill Rd SW, Douglas, GA, 31533",,-82.8571633,31.4870576,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Raymond Jones Financial,,,,,,,,,,"211 E Ward St, Douglas, GA, 31533",,-82.8488752,31.5091856,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Boys and Girls Club,,,,,,,,,,"210 Jackson St, Douglas, GA, 31533",,-82.8515258,31.5109758,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Satilla Library - Douglas,,,,,,,,,,"200 S Madison Ave, Douglas, GA, 31533",,-82.8487489,31.5068265,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Coffee County Wellness Center,,,,,,,,,,"2203 200 Doctor's Drive #222, Douglas, GA, 31553",,-82.8660552,31.5123595,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,Coffee County DFCS,,,,,,,,,,"1300 Baker Hwy, Douglas, GA, 31533",,-82.8663338,31.4993758,,13,69,347456,13069,Coffee,Coffee County,6,H1,G4020,,20060,,A,1490019179,70837644,31.5492446,-82.8449382
,,,UGA Site Loc,,St. Paul AME,,,,,,,,,,"1540 Pryor Rd SW, Atlanta, GA, 30315",,-84.3929285,33.7126144,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Peyton Forest Elementary?301,,,,,,,,,,"Peyton Rd Atlanta, 30311, GA, Fulton",,-84.478926,33.739829,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Mt. Gilead Baptist Church?1537,,,,,,,,,,"Donald Lee Hollowell Atlanta, 30318, GA, Fulton",,-84.4470085,33.7740654,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,The Conservancy at Historic Washington Park,,,,,,,,,,"1125 Lena St, Atlanta, GA, 30314",,-84.4245169,33.7573467,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Hapeville Senior Center,,,,,,,,,,"527 King Arnold Street, Hapeville, GA, 30354",,-84.4047089,33.6590228,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Bethlehem Senior Center,,,,,,,,,,"215 Lakewood Way, Atlanta, GA, 30315",,-84.3968282,33.7008193,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Camp Truitt Senior Center,,,,,,,,,,"4320 Herschel Road, College Park, GA, 30337",,-84.4722712,33.6377678,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,LIFT Not By Bread,,,,,,,,,,"2397 Creel Rd, College Park, GA, 30349",,-84.4685003,33.5730312,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Cliftondale Community Club,,,,,,,,,,"4645 Butner Road, College Park, GA, 30349",,-84.597005,33.6514882,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Phoenix House,,,,,,,,,,"1296 Murphy Ave, Atlanta, GA, 30310",,-84.4234008,33.7195855,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Mercy Housing Inc,,,,,,,,,,"240 Amal Dr, Atlanta, GA, 30315",,-84.394902,33.7065045,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Towns Elementary?760,,,,,,,,,,"Bolton Rd Atlanta, 30331, GA, Fulton",,-84.497696,33.7835882,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Pittsburgh Homeowners United,,,,,,,,,,"950 Garilbaldi St, Atlanta, GA, 30310",,-84.3991067,33.729056,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,English Park,,,,,,,,,,"1340 Bolton Rd, Atlanta, GA, 30331",,-84.4938266,33.7911249,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Fanplex,,,,,,,,,,"768 Hank Aaron Dr, Atlanta, GA, 30315",,-84.3874491,33.7341374,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
,,,UGA Site Loc,,Partners in Health Management,,,,,,,,,,"202 W. Gordon St. Suite A, Valdosta, GA, 31601",,-83.2853216,30.838708,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Options Now Pregnancy Support Center,,,,,,,,,,"214 W Park Ave, Valdosta, GA, 31602",,-83.2923638,30.8569566,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Lowndes County Health Department,,,,,,,,,,"206 South Patterson Street, Valdosta, GA, 31601",,-83.278613,30.828781,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Scintilla Charter Academy,,,,,,,,,,"2171 E Park Ave, Valdosta, GA, 31602",,-83.2478962,30.8696082,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Valdosta Family ?edicine,,,,,,,,,,"2412 N Oak St.?Valdosta, 31602, GA, Lowndes",,-83.293116,30.8598531,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,"Coastal Plain Area EOA, Inc.",,,,,,,,,,"1810 W Hill Ave A6, Valdosta, GA, 31601",,-83.3101476,30.821417,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Coastal Plain Food Services,,,,,,,,,,"900 S Troup St, Valdosta, GA, 31601",,-83.2694999,30.8209,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,"Head Start - Coastal Plain Area EOA, Inc.",,,,,,,,,,"1613 Ulmer Ave, Valdosta, GA, 31601",,-83.260185,30.8184815,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Little Angels,,,,,,,,,,"512 N. Forrest St., Valdosta, GA, 31601",,-83.2692908,30.84031,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Goodwill,,,,,,,,,,"1000 St. Augustine Rd. S., Valdosta, GA, 31601",,-83.295023,30.8080841,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,GA Department of Labor,,,,,,,,,,"221 South Ashley St., Valdosta, GA, 31601",,-83.2762721,30.8297314,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Family Works,,,,,,,,,,"903 N Patterson St, Valdosta, GA, 31601",,-83.2829433,30.8401509,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Salvation Army,,,,,,,,,,"317 Virginia Avenue, Valdosta, GA, 31601",,-83.2763348,30.8349374,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Salvation Army,,,,,,,,,,"320 Smithland Place, Valdosta, GA, 31601",,-83.2757529,30.8345311,,13,185,326720,13185,Lowndes,Lowndes County,6,H1,G4020,,46660,,A,1284858695,37525463,30.8331273,-83.2689923
,,,UGA Site Loc,,Su-Kor,,,,,,,,,,"452 Martin St SE, Atlanta, GA, 30312",,-84.383794,33.7423402,,13,121,1694833,13121,Fulton,Fulton County,6,H1,G4020,122,12060,,A,1364064364,19824081,33.7900338,-84.4681816
