OBJECTID,Join_Count,TARGET_FID,STORE_NAME,DISTRICT,COUNTY,PHYSICAL_S,PHYSICAL_C,PHYSICAL_1,PHYSICAL_Z,STORE_TYPE,PHONE,addresses,origAddres,X,Y,address,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
669,1,668,KROGER #431,FULTON,FULTON,570 EAST CROSSVILLE ROAD,ROSWELL,GA,30,Supermarket,(770) 640-2070,"570 EAST CROSSVILLE ROAD, ROSWELL, GA","570 EAST CROSSVILLE ROAD, ROSWELL, GA",-84.34566420000,34.03987220000,"570 e crossville rd, roswell, ga 30075, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
670,1,669,KROGER #432,GAINESVILLE,FORSYTH,2325 BETHELVIEW ROAD,CUMMING,GA,30,Supermarket,(770) 888-1020,"2325 BETHELVIEW ROAD, CUMMING, GA","2325 BETHELVIEW ROAD, CUMMING, GA",-84.19386530000,34.23843460000,"2325 bethelview rd, cumming, ga 30040, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
671,1,670,KROGER #433,LAGRANGE,HENRY,5900 EAST LAKE PARKWAY,MCDONOUGH,GA,30,Supermarket,(770) 954-4378,"5900 EAST LAKE PARKWAY, MCDONOUGH, GA","5900 EAST LAKE PARKWAY, MCDONOUGH, GA",-84.14305720000,33.50660820000,"5900 e lake pkwy, mcdonough, ga 30253, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
672,1,671,KROGER #434,GAINESVILLE,FORSYTH,3651 PEACHTREE PARKWAY,SUWANEE,GA,30,Supermarket,(770) 418-2377,"3651 PEACHTREE PARKWAY, SUWANEE, GA","3651 PEACHTREE PARKWAY, SUWANEE, GA",-84.16626460000,34.06957740000,"3651 peachtree pkwy, suwanee, ga 30024, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
673,1,672,KROGER #435,ATHENS,OCONEE,1720 EPPS BRIDGE ROAD,ATHENS,GA,30,Supermarket,(706) 583-8900,"1720 EPPS BRIDGE ROAD, ATHENS, GA","1720 EPPS BRIDGE ROAD, ATHENS, GA",-83.44627490000,33.91383720000,"1720 epps bridge pkwy, athens, ga 30606, usa",13,219,00356774,13219,Oconee,Oconee County,06,H1,G4020,,12020,,A,477395748.00000000000,5305651.00000000000,+33.8341247,-083.4377284
674,1,673,KROGER #436,GWINNETT,NEWTON,5341 HIGHWAY 20 SOUTH,COVINGTON,GA,30,Supermarket,(770) 788-4000,"5341 HIGHWAY 20 SOUTH, COVINGTON, GA","5341 HIGHWAY 20 SOUTH, COVINGTON, GA",-84.01583540000,33.54933180000,"5341 highway 20 south, covington, ga 30016, usa",13,217,01673547,13217,Newton,Newton County,06,H1,G4020,122,12060,,A,704988572.00000000000,18130683.00000000000,+33.5440649,-083.8551921
675,1,674,KROGER #437,GAINESVILLE,HALL,3630 THOMPSON BRIDGE ROAD,GAINESVILLE,GA,30,Supermarket,(770) 532-1143,"3630 THOMPSON BRIDGE ROAD, GAINESVILLE, GA","3630 THOMPSON BRIDGE ROAD, GAINESVILLE, GA",-83.87044750000,34.37331590000,"3630 thompson bridge rd, gainesville, ga 30506, usa",13,139,01686953,13139,Hall,Hall County,06,H1,G4020,122,23580,,A,1017305163.00000000000,94563088.00000000000,+34.3175876,-083.8184973
676,1,675,KROGER #438,GWINNETT,GWINNETT,4155 LAWRENCEVILLE HIGHWA,LILBURN,GA,30,Supermarket,(770) 717-3050,"4155 LAWRENCEVILLE HIGHWA, LILBURN, GA","4155 LAWRENCEVILLE HIGHWA, LILBURN, GA",-84.12016030000,33.90433880000,"4155 lawrenceville hwy, lilburn, ga 30047, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
677,1,676,KROGER #439,WAYCROSS,WARE,1606 MEMORIAL DRIVE,WAYCROSS,GA,31,Supermarket,(912) 287-2270,"1606 MEMORIAL DRIVE, WAYCROSS, GA","1606 MEMORIAL DRIVE, WAYCROSS, GA",-82.33918430000,31.20730530000,"1606 memorial dr, waycross, ga 31501, usa",13,299,00357722,13299,Ware,Ware County,06,H1,G4020,,48180,,A,2311481496.00000000000,40196570.00000000000,+31.0508810,-082.4215072
678,1,677,KROGER #440,GWINNETT,GWINNETT,950 HERRINGTON ROAD,LAWRENCEVILLE,GA,30,Supermarket,(770) 995-6200,"950 HERRINGTON ROAD, LAWRENCEVILLE, GA","950 HERRINGTON ROAD, LAWRENCEVILLE, GA",-84.08243960000,33.94074540000,"950 herrington rd, lawrenceville, ga 30044, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
679,1,678,KROGER #441,FULTON,FULTON,2300 HOLCOMB BRIDGE ROAD,ROSWELL,GA,30,Supermarket,(678) 352-7488,"2300 HOLCOMB BRIDGE ROAD, ROSWELL, GA","2300 HOLCOMB BRIDGE ROAD, ROSWELL, GA",-84.29450730000,34.00471410000,"2300 holcomb bridge rd, roswell, ga 30076, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
680,1,679,KROGER #442,COBB-DOUGLAS,COBB,1720 MARS HILL ROAD,ACWORTH,GA,30,Supermarket,(770) 419-5490,"1720 MARS HILL ROAD, ACWORTH, GA","1720 MARS HILL ROAD, ACWORTH, GA",-84.70527960000,33.99586630000,"1720 mars hill rd, kennesaw, ga 30152, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
681,1,680,KROGER #443,GWINNETT,GWINNETT,910 ATHENS HIGHWAY,LOGANVILLE,GA,30,Supermarket,(770) 554-1100,"910 ATHENS HIGHWAY, LOGANVILLE, GA","910 ATHENS HIGHWAY, LOGANVILLE, GA",-83.95441500000,33.85922250000,"910 athens hwy, loganville, ga 30052, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
682,1,681,KROGER #444,GAINESVILLE,FORSYTH,5665 HIGHWAY 9,ALPHARETTA,GA,30,Supermarket,(770) 752-5380,"5665 HIGHWAY 9, ALPHARETTA, GA","5665 HIGHWAY 9, ALPHARETTA, GA",-84.25165910000,34.14413100000,"5665 ga-9, alpharetta, ga 30004, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
683,1,682,KROGER #445,DEKALB,DEKALB,6678 COVINGTON HIGHWAY,LITHONIA,GA,30,Supermarket,(770) 593-7110,"6678 COVINGTON HIGHWAY, LITHONIA, GA","6678 COVINGTON HIGHWAY, LITHONIA, GA",-84.14451590000,33.71813650000,"6678 covington hwy, lithonia, ga 30058, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
684,1,683,KROGER #446,COBB-DOUGLAS,COBB,"3895 CHEROKEE STREET,  NO",KENNESAW,GA,30,Supermarket,(770) 218-7030,"3895 CHEROKEE STREET,  NO, KENNESAW, GA","3895 CHEROKEE STREET,  NO, KENNESAW, GA",-84.60319500000,34.04869090000,"3895 cherokee st nw, kennesaw, ga 30144, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
685,1,684,KROGER #449,GWINNETT,GWINNETT,1227 ROCKBRIDGE ROAD,STONE MOUNTAIN,GA,30,Supermarket,(770) 225-1877,"1227 ROCKBRIDGE ROAD, STONE MOUNTAIN, GA","1227 ROCKBRIDGE ROAD, STONE MOUNTAIN, GA",-84.13239480000,33.84138470000,"1227 rockbridge rd sw, stone mountain, ga 30087, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
686,1,685,KROGER #451,COBB-DOUGLAS,COBB,4715 ATLANTA ROAD SOUTHEA,SMYRNA,GA,30,Supermarket,(404) 792-6990,"4715 ATLANTA ROAD SOUTHEA, SMYRNA, GA","4715 ATLANTA ROAD SOUTHEA, SMYRNA, GA",-84.48153120000,33.83841310000,"4715 atlanta rd, smyrna, ga 30080, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
687,1,686,KROGER #453,COBB-DOUGLAS,COBB,4150 MACLAND ROAD,POWDER SPRINGS,GA,30,Supermarket,(770) 222-5180,"4150 MACLAND ROAD, POWDER SPRINGS, GA","4150 MACLAND ROAD, POWDER SPRINGS, GA",-84.67326140000,33.90336500000,"4150 macland rd, powder springs, ga 30127, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
688,1,687,KROGER #454,COBB-DOUGLAS,COBB,"2100 ROSWELL ROAD, SUITE",MARIETTA,GA,30,Supermarket,(770) 321-1080,"2100 ROSWELL ROAD, SUITE, MARIETTA, GA","2100 ROSWELL ROAD, SUITE, MARIETTA, GA",-84.48846140000,33.96795710000,"2100 roswell rd, marietta, ga 30062, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
689,1,688,KROGER #455,COBB-DOUGLAS,COBB,1000 WHITLOCK AVENUE,MARIETTA,GA,30,Supermarket,(770) 421-7676,"1000 WHITLOCK AVENUE, MARIETTA, GA","1000 WHITLOCK AVENUE, MARIETTA, GA",-84.58115120000,33.95208900000,"1000 whitlock ave nw, marietta, ga 30064, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
690,1,689,KROGER #456,COBB-DOUGLAS,COBB,4400 BROWNSVILLE ROAD,POWDER SPRINGS,GA,30,Supermarket,(770) 222-4200,"4400 BROWNSVILLE ROAD, POWDER SPRINGS, GA","4400 BROWNSVILLE ROAD, POWDER SPRINGS, GA",-84.69909460000,33.84602190000,"4400 brownsville rd, powder springs, ga 30127, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
691,1,690,KROGER #457,GWINNETT,GWINNETT,2700 BRASELTON HIGHWAY,DACULA,GA,30,Supermarket,(770) 614-1020,"2700 BRASELTON HIGHWAY, DACULA, GA","2700 BRASELTON HIGHWAY, DACULA, GA",-83.92933560000,34.05135510000,"2700 braselton hwy, dacula, ga 30019, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
692,1,691,KROGER #458,DALTON,WHITFIELD,1365 WEST WALNUT AVENUE,DALTON,GA,30,Supermarket,(706) 270-0843,"1365 WEST WALNUT AVENUE, DALTON, GA","1365 WEST WALNUT AVENUE, DALTON, GA",-84.99433230000,34.75918280000,"1365 w walnut ave, dalton, ga 30720, usa",13,313,00353513,13313,Whitfield,Whitfield County,06,H1,G4020,,19140,,A,752293162.00000000000,1534098.00000000000,+34.8017261,-084.9685410
693,1,692,KROGER #459,DEKALB,DEKALB,2875 NORTH DECATUR ROAD,DECATUR,GA,30,Supermarket,(404) 294-5311,"2875 NORTH DECATUR ROAD, DECATUR, GA","2875 NORTH DECATUR ROAD, DECATUR, GA",-84.27339100000,33.79210900000,"2875 n decatur rd, decatur, ga 30033, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
694,1,693,KROGER #460,BRUNSWICK,CHATHAM,7 DIAMOND CAUSEWAY,SAVANNAH,GA,31,Supermarket,(912) 353-4345,"7 DIAMOND CAUSEWAY, SAVANNAH, GA","7 DIAMOND CAUSEWAY, SAVANNAH, GA",-81.09811410000,31.95676220000,"7 diamond causeway, savannah, ga 31406, usa",13,051,01694477,13051,Chatham,Chatham County,06,H1,G4020,496,42340,,A,1105168782.00000000000,532382555.00000000000,+31.9805230,-081.0851899
695,1,694,KROGER #461,FULTON,FULTON,1225 CAROLINE STREET,ATLANTA,GA,30,Supermarket,(404) 880-4105,"1225 CAROLINE STREET, ATLANTA, GA","1225 CAROLINE STREET, ATLANTA, GA",-84.34812510000,33.75614000000,"1225 caroline st ne, atlanta, ga 30307, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
696,1,695,KROGER #462,FULTON,FULTON,3030 HEADLAND DRIVE,ATLANTA,GA,30,Supermarket,(404) 344-0177,"3030 HEADLAND DRIVE, ATLANTA, GA","3030 HEADLAND DRIVE, ATLANTA, GA",-84.48732920000,33.68954850000,"3030 headland dr, atlanta, ga 30311, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
697,1,696,KROGER #463,DALTON,CHEROKEE,2295 TOWNE LAKE PARKWAY,WOODSTOCK,GA,30,Supermarket,(770) 517-2080,"2295 TOWNE LAKE PARKWAY, WOODSTOCK, GA","2295 TOWNE LAKE PARKWAY, WOODSTOCK, GA",-84.55478540000,34.11235480000,"2295 towne lake pkwy, woodstock, ga 30189, usa",13,057,01685718,13057,Cherokee,Cherokee County,06,H1,G4020,122,12060,,A,1092141193.00000000000,32963099.00000000000,+34.2443166,-084.4750574
698,1,697,KROGER #464,COBB-DOUGLAS,COBB,4875 FLOYD ROAD SOUTHWEST,MABLETON,GA,30,Supermarket,(770) 745-3100,"4875 FLOYD ROAD SOUTHWEST, MABLETON, GA","4875 FLOYD ROAD SOUTHWEST, MABLETON, GA",-84.57484950000,33.83507110000,"200, 4875 floyd rd sw, mableton, ga 30126, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
699,1,698,KROGER #465,FULTON,FULTON,3425 CASCADE ROAD,ATLANTA,GA,30,Supermarket,(404) 505-8855,"3425 CASCADE ROAD, ATLANTA, GA","3425 CASCADE ROAD, ATLANTA, GA",-84.49966800000,33.72414230000,"3425 cascade rd, atlanta, ga 30311, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
700,1,699,KROGER #467,FULTON,FULTON,227 SANDY SPRINGS PLACE,ATLANTA,GA,30,Supermarket,(404) 256-3434,"227 SANDY SPRINGS PLACE, ATLANTA, GA","227 SANDY SPRINGS PLACE, ATLANTA, GA",-84.38225280000,33.92016860000,"227 sandy springs pl ne, atlanta, ga 30328, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
701,1,700,KROGER #469,FULTON,FULTON,11877 DOUGLAS ROAD,ALPHARETTA,GA,30,Supermarket,(770) 751-3110,"11877 DOUGLAS ROAD, ALPHARETTA, GA","11877 DOUGLAS ROAD, ALPHARETTA, GA",-84.20688890000,34.07057960000,"11877 douglas rd, johns creek, ga 30005, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
702,1,701,KROGER #471,FULTON,FULTON,6055 OLD NATIONAL HIGHWAY,COLLEGE PARK,GA,30,Supermarket,(770) 996-4441,"6055 OLD NATIONAL HIGHWAY, COLLEGE PARK, GA","6055 OLD NATIONAL HIGHWAY, COLLEGE PARK, GA",-84.46942220000,33.58933040000,"6055 old national hwy, atlanta, ga 30349, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
703,1,702,KROGER #473,GAINESVILLE,FORSYTH,2655 FREEDOM PARKWAY,CUMMING,GA,30,Supermarket,(770) 781-6683,"2655 FREEDOM PARKWAY, CUMMING, GA","2655 FREEDOM PARKWAY, CUMMING, GA",-84.09119660000,34.25084240000,"2655 freedom pkwy, cumming, ga 30041, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
704,1,703,KROGER #475,DEKALB,DEKALB,4919 FLAT SHOALS PARKWAY,DECATUR,GA,30,Supermarket,(770) 322-8984,"4919 FLAT SHOALS PARKWAY, DECATUR, GA","4919 FLAT SHOALS PARKWAY, DECATUR, GA",-84.22801330000,33.67973680000,"4919 flat shoals pkwy, decatur, ga 30034, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
705,1,704,KROGER #476,GWINNETT,GWINNETT,6555 SUGARLOAF PARKWAY,DULUTH,GA,30,Supermarket,(770) 814-7190,"6555 SUGARLOAF PARKWAY, DULUTH, GA","6555 SUGARLOAF PARKWAY, DULUTH, GA",-84.09099090000,33.99752140000,"6555 sugarloaf pkwy, duluth, ga 30097, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
706,1,705,KROGER #477,GWINNETT,GWINNETT,2121 LAWRENCEVILLE SUWANE,SUWANEE,GA,30,Supermarket,(770) 962-7958,"2121 LAWRENCEVILLE SUWANE, SUWANEE, GA","2121 LAWRENCEVILLE SUWANE, SUWANEE, GA",-84.03834260000,34.00341320000,"2121 lawrenceville-suwanee rd, suwanee, ga 30024, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
707,1,706,KROGER #478,COBB-DOUGLAS,COBB,3162 JOHNSON FERRY ROAD,MARIETTA,GA,30,Supermarket,(770) 650-6673,"3162 JOHNSON FERRY ROAD, MARIETTA, GA","3162 JOHNSON FERRY ROAD, MARIETTA, GA",-84.42317660000,34.02632250000,"3162 johnson ferry rd, marietta, ga 30062, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
708,1,707,KROGER #479,DEKALB,DEKALB,3559 CHAMBLEE TUCKER ROAD,CHAMBLEE,GA,30,Supermarket,(770) 216-2240,"3559 CHAMBLEE TUCKER ROAD, CHAMBLEE, GA","3559 CHAMBLEE TUCKER ROAD, CHAMBLEE, GA",-84.24782940000,33.88381000000,"3559 chamblee tucker rd, atlanta, ga 30341, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
709,1,708,KROGER #480,GWINNETT,GWINNETT,1911 GRAYSON HIGHWAY,GRAYSON,GA,30,Supermarket,(770) 237-2531,"1911 GRAYSON HIGHWAY, GRAYSON, GA","1911 GRAYSON HIGHWAY, GRAYSON, GA",-83.96173370000,33.89709460000,"1911 grayson hwy, grayson, ga 30017, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
710,1,709,KROGER #482,DEKALB,DEKALB,4357 LAWRENCEVILLE HIGHWA,TUCKER,GA,30,Supermarket,(770) 934-1104,"4357 LAWRENCEVILLE HIGHWA, TUCKER, GA","4357 LAWRENCEVILLE HIGHWA, TUCKER, GA",-84.20703870000,33.85508840000,"4357 lawrenceville hwy, tucker, ga 30084, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
711,1,710,KROGER #483,GWINNETT,GWINNETT,1670 SCENIC HIGHWAY SOUTH,SNELLVILLE,GA,30,Supermarket,(770) 985-3790,"1670 SCENIC HIGHWAY SOUTH, SNELLVILLE, GA","1670 SCENIC HIGHWAY SOUTH, SNELLVILLE, GA",-84.00831450000,33.88096410000,"1670 scenic hwy s, snellville, ga 30078, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
712,1,711,KROGER #484,GWINNETT,GWINNETT,3035 SCENIC HIGHWAY SOUTH,SNELLVILLE,GA,30,Supermarket,(770) 982-0655,"3035 SCENIC HIGHWAY SOUTH, SNELLVILLE, GA","3035 SCENIC HIGHWAY SOUTH, SNELLVILLE, GA",-84.03238120000,33.84075250000,"3035 scenic hwy s, snellville, ga 30078, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
713,1,712,KROGER #485,COBB-DOUGLAS,DOUGLAS,3875 CHAPEL HILL ROAD,DOUGLASVILLE,GA,30,Supermarket,(770) 947-7144,"3875 CHAPEL HILL ROAD, DOUGLASVILLE, GA","3875 CHAPEL HILL ROAD, DOUGLASVILLE, GA",-84.71833160000,33.69971830000,"3875 chapel hill rd, douglasville, ga 30135, usa",13,097,01686467,13097,Douglas,Douglas County,06,H1,G4020,122,12060,,A,518142392.00000000000,2485428.00000000000,+33.6993166,-084.7659441
714,1,713,KROGER #486,GAINESVILLE,FORSYTH,1595 PEACHTREE PARKWAY,CUMMING,GA,30,Supermarket,(678) 455-4580,"1595 PEACHTREE PARKWAY, CUMMING, GA","1595 PEACHTREE PARKWAY, CUMMING, GA",-84.16954080000,34.12297250000,"1595 peachtree pkwy, cumming, ga 30041, usa",13,117,01673358,13117,Forsyth,Forsyth County,06,H1,G4020,122,12060,,A,580409088.00000000000,59754295.00000000000,+34.2251430,-084.1274353
715,1,714,KROGER #487,BRUNSWICK,LIBERTY,555 WEST OGLETHORPE HIGHW,HINESVILLE,GA,31,Supermarket,(912) 876-6010,"555 WEST OGLETHORPE HIGHW, HINESVILLE, GA","555 WEST OGLETHORPE HIGHW, HINESVILLE, GA",-81.59759640000,31.83590260000,"555 w oglethorpe hwy, hinesville, ga 31313, usa",13,179,00357095,13179,Liberty,Liberty County,06,H1,G4020,496,25980,,A,1270160319.00000000000,290378400.00000000000,+31.8072964,-081.4578642
716,1,715,KROGER #488,DEKALB,DEKALB,1160 MORELAND AVENUE,ATLANTA,GA,30,Supermarket,(404) 624-8110,"1160 MORELAND AVENUE, ATLANTA, GA","1160 MORELAND AVENUE, ATLANTA, GA",-84.34830300000,33.72244310000,"1160 moreland ave se, atlanta, ga 30316, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
717,1,716,KROGER #490,LAGRANGE,FAYETTE,805 GLYNN STREET SOUTH,FAYETTEVILLE,GA,30,Supermarket,(770) 461-6880,"805 GLYNN STREET SOUTH, FAYETTEVILLE, GA","805 GLYNN STREET SOUTH, FAYETTEVILLE, GA",-84.45877800000,33.43267350000,"805 glynn st s, fayetteville, ga 30214, usa",13,113,01687740,13113,Fayette,Fayette County,06,H1,G4020,122,12060,,A,503398001.00000000000,12847733.00000000000,+33.4127172,-084.4939407
718,1,717,KROGER #491,DEKALB,DEKALB,3871 PEACHTREE ROAD NORTH,ATLANTA,GA,30,Supermarket,(404) 240-0808,"3871 PEACHTREE ROAD NORTH, ATLANTA, GA","3871 PEACHTREE ROAD NORTH, ATLANTA, GA",-84.34475630000,33.85643630000,"3871 peachtree rd ne, brookhaven, ga 30319, usa",13,089,01687424,13089,DeKalb,DeKalb County,06,H1,G4020,122,12060,,A,693052824.00000000000,9201253.00000000000,+33.7706611,-084.2263431
719,1,718,KROGER #492,CLAYTON,CLAYTON,5664 JONESBORO ROAD,LAKE CITY,GA,30,Supermarket,(770) 960-9445,"5664 JONESBORO ROAD, LAKE CITY, GA","5664 JONESBORO ROAD, LAKE CITY, GA",-84.33693270000,33.60030390000,"5664 jonesboro rd, lake city, ga 30260, usa",13,063,01672399,13063,Clayton,Clayton County,06,H1,G4020,122,12060,,A,366748529.00000000000,7063449.00000000000,+33.5426863,-084.3555727
720,1,719,KROGER #493,LAGRANGE,HENRY,1750 HUDSON BRIDGE ROAD,STOCKBRIDGE,GA,30,Supermarket,(770) 507-7732,"1750 HUDSON BRIDGE ROAD, STOCKBRIDGE, GA","1750 HUDSON BRIDGE ROAD, STOCKBRIDGE, GA",-84.24429800000,33.50244150000,"1750 hudson bridge rd, stockbridge, ga 30281, usa",13,151,01671894,13151,Henry,Henry County,06,H1,G4020,122,12060,,A,834398851.00000000000,11353184.00000000000,+33.4528811,-084.1544404
721,1,720,KROGER #494,GWINNETT,GWINNETT,3300 HAMILTON MILL ROAD,BUFORD,GA,30,Supermarket,(770) 614-1081,"3300 HAMILTON MILL ROAD, BUFORD, GA","3300 HAMILTON MILL ROAD, BUFORD, GA",-83.93778910000,34.09311480000,"3300 hamilton mill rd, buford, ga 30519, usa",13,135,01688166,13135,Gwinnett,Gwinnett County,06,H1,G4020,122,12060,,A,1114861845.00000000000,16381091.00000000000,+33.9590988,-084.0229486
722,1,721,KROGER #495,FULTON,FULTON,12870 STATE HIGHWAY 9,ALPHARETTA,GA,30,Supermarket,(770) 772-3699,"12870 STATE HIGHWAY 9, ALPHARETTA, GA","12870 STATE HIGHWAY 9, ALPHARETTA, GA",-84.27798710000,34.09566380000,"12870 ga-9, alpharetta, ga 30004, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
723,1,722,KROGER #497,FULTON,FULTON,900 MARIETTA HIGHWAY,ROSWELL,GA,30,Supermarket,(770) 640-9199,"900 MARIETTA HIGHWAY, ROSWELL, GA","900 MARIETTA HIGHWAY, ROSWELL, GA",-84.38944740000,34.00403570000,"900 marietta hwy, roswell, ga 30075, usa",13,121,01694833,13121,Fulton,Fulton County,06,H1,G4020,122,12060,,A,1364064364.00000000000,19824081.00000000000,+33.7900338,-084.4681816
724,1,723,KROGER #498,COBB-DOUGLAS,COBB,1690 POWDER SPRINGS ROAD,MARIETTA,GA,30,Supermarket,(770) 218-5699,"1690 POWDER SPRINGS ROAD, MARIETTA, GA","1690 POWDER SPRINGS ROAD, MARIETTA, GA",-84.60326350000,33.90842500000,"1690 powder springs rd sw, marietta, ga 30064, usa",13,067,01686112,13067,Cobb,Cobb County,06,H1,G4020,122,12060,,A,879749607.00000000000,12574593.00000000000,+33.9399400,-084.5741657
